company_name,finance_status,recruit,city,location,registered_capital,longitude,latitude
深圳市智联物联科技有限公司,未融资,15-50人,深圳,深圳宝安区深圳名优工业品展示采购中心-A座402,1280万人民币,113.867118,22.567702
深圳市国乾百纳科技有限公司,未融资,15-50人,深圳,深圳福田区电子科技大厦c座,600万人民币,114.086874,22.544991
深圳市思卡乐科技有限公司,未融资,15-50人,深圳,深圳宝安区西乡镇固戍社区新中泰商务大厦9D,1000万人民币,113.847851,22.600621
深圳玛拉蒂环境艺术有限公司,未融资,15-50人,深圳,深圳南山区龙珠四路本钢工贸大厦三楼,500万人民币,113.971805,22.556983
深圳市娱动源力信息技术有限公司,未融资,50-150人,深圳,深圳南山区清华信息港科研楼410,100万人民币,113.94633,22.553923
深圳前海洋仆淘电子商务有限公司,未融资,50-150人,深圳,深圳南山区前海深港合作区前湾一路1号A栋201室,500万人民币,113.903417,22.515046
深圳市青石传媒有限公司,未融资,50-150人,深圳,深圳龙华新区东环一路天汇大厦c栋801-802室,500万人民币,114.045568,22.643153
深圳市中顺和盈科技有限公司,未融资,50-150人,深圳,深圳南山区科兴科学园A4单元1401室,166.67万人民币,113.943289,22.549041
深圳市辣车文化传播有限公司,未融资,50-150人,深圳,深圳福田区笋岗西路/皇岗路(路口),10万人民币,114.072867,22.555006
深圳华诺网络科技有限公司,未融资,50-150人,深圳,深圳宝安区裕安二路131号C33科创园2栋226室,2000万人民币,113.908639,22.579486
深圳市致远速联信息技术有限公司,未融资,50-150人,深圳,深圳罗湖区红岭中路中深国际大厦24楼,2750万人民币,114.104892,22.552763
深圳市尚诚信息技术有限公司,未融资,50-150人,深圳,深圳福田区深南大道7008阳光高尔夫大厦2512,1275.9156万人民币,114.025277,22.537257
深圳市珺腾网络科技有限公司,未融资,50-150人,深圳,深圳龙岗区坂田街道雅园路26号A02-08,1000万人民币,114.06598,22.61698
深圳市深传互动科技有限公司,未融资,50-150人,深圳,深圳罗湖区深圳罗湖区南湖街道深南东路2001号鸿昌广场2607,1000万人民币,114.129795,22.544173
深圳市简体科技有限公司,未融资,50-150人,深圳,深圳南山区科技南区高新南十二路2号金蝶软件园B栋4F,1000万人民币,113.955143,22.534424
深圳市中交出行科技有限公司,未融资,50-150人,深圳,深圳南山区科技南十二路011号 方大大厦12A01（电梯到13楼）,1000万人民币,113.956504,22.537862
深圳市环球信科技有限公司,未融资,50-150人,深圳,深圳南山区南山区,500万人民币,113.923552,22.528499
深圳我家靓崽信息技术有限公司,未融资,50-150人,深圳,深圳南山区海岸大厦东座B区14层优客工场,500万人民币,113.937759,22.518302
深圳市比维视创科技有限公司,未融资,50-150人,深圳,深圳南山区彩虹科技大厦,1500万人民币,113.94059,22.55473
深圳市龙广科技有限公司,未融资,50-150人,深圳,深圳宝安区宝源路广福大厦13楼,500万人民币,113.825834,22.672744
深圳市通泰和济科技有限公司,未融资,50-150人,深圳,深圳宝安区中心路金达城大厦11A,50万人民币,113.8301,22.733039
深圳市海网互联科技有限公司,未融资,50-150人,深圳,深圳宝安区沙井中心路星河大厦708,100万人民币,113.829708,22.728278
深圳一手活信息技术股份有限公司,未融资,50-150人,深圳,泰安泰安市岱岳区全国物流信息交易网,5000万人民币,117.09197,36.088703
深圳市拓邦特机电有限公司,未融资,50-150人,深圳,深圳宝安区深圳市宝安区西乡街道固戍泰华梧桐岛11栋4楼,500万人民币,113.838808,22.607294
广东飞亚通信股份有限公司,未融资,50-150人,深圳,深圳宝安区深圳宝安中心区五号地铁翻身站C出口翻身路鸿都商务大厦B座3楼,1000万人民币,113.898587,22.561486
上海石肤网络科技有限公司深圳分公司,未融资,50-150人,深圳,深圳南山区朗山路19号源政创业大厦B座703,-,113.94187,22.556242
深圳比科斯电子股份有限公司,未融资,50-150人,深圳,深圳南山区科技园南区粤兴四道1号中山大学产学研基地13层西座,8823.6842万人民币,113.943344,22.527041
深圳市顺时科技有限公司,未融资,50-150人,深圳,深圳宝安区深圳宝安区锦联大厦A栋九楼,100万人民币,113.86631,22.607128
广东口袋零钱信息技术有限公司,未融资,50-150人,深圳,深圳南山区阳光华艺大厦A座21楼CD,1000万人民币,113.928573,22.525509
深圳市神奇家族智能科技有限公司,未融资,50-150人,深圳,深圳南山区利达科技大厦,100万人民币,113.949093,22.541131
六零加智能科技有限公司,未融资,50-150人,深圳,深圳南山区高新技术产业园区W2-A-101,5555.5556万人民币,113.942392,22.536079
深圳酷骑童趣科技有限公司,未融资,50-150人,深圳,深圳宝安区福永桥头世峰大厦12楼,1000万人民币,113.910107,22.777242
深圳华人网络科技有限公司,未融资,50-150人,深圳,深圳龙岗区布吉街金运路与储发路交汇处 金昌大厦B栋 一楼华人网络,114.12089,22.60887,
深圳酷泰丰科技有限公司,未融资,50-150人,深圳,深圳,600万人民币,114.057868,22.543099
深圳市星际无限科技有限公司,未融资,50-150人,深圳,深圳南山区阳光科创中心B座2501,1000万人民币,113.914429,22.514144
深圳市深科信企业管理咨询有限公司,未融资,50-150人,深圳,深圳福田区益田路南方国际广场A栋2412-2420,50万人民币,114.054959,22.526388
深圳市小喜乐享科技传媒控股有限公司,未融资,50-150人,深圳,深圳南山区特发信息科技大厦二期7H,50万人民币,113.918138,22.494878
深圳市富润电子商务有限公司,未融资,50-150人,深圳,深圳宝安区圳市龙华新区1980文化创意产业园E栋101,511.686万人民币,113.88402,22.555259
正链科技（深圳）有限公司,未融资,50-150人,深圳,深圳南山区深圳市南山区科技园南区中山大学产学研基地四楼401-420,17000万人民币,113.943577,22.527064
深圳市优点创想网络科技有限公司,未融资,50-150人,深圳,深圳南山区留仙大道云谷创新产业园山水楼A座210,1000万人民币,113.971483,22.581261
长沙微领地网络科技有限公司,未融资,50-150人,深圳,深圳龙岗区坂田街道星河world. B座1103,5000万人民币,114.059422,22.603619
深圳市盈通数据服务股份有限公司,未融资,50-150人,深圳,深圳南山区高新南五道金证科技大厦,2700万人民币,113.947617,22.534952
深圳奎蛇软件科技有限公司,未融资,50-150人,深圳,深圳龙华新区龙华街道三联社区三联创业路汇海广场C座901,200万人民币,114.027374,22.657847
深圳前海汇金融服务有限公司,未融资,50-150人,深圳,深圳南山区粤海街道深圳湾科技生态园12栋A座裙楼406,6000万人民币,113.952696,22.530438
鲁班长（深圳）科技有限公司,未融资,50-150人,深圳,深圳福田区福保街道福保社区红棉道8号英达利科技数码园C栋102,862.5万人民币,114.058212,22.505671
深圳市国创智联网络系统有限公司,未融资,50-150人,深圳,深圳南山区特发信息港大厦-d栋,12500万人民币,113.949305,22.550284
深圳市瑞通弘波通讯科技有限公司,未融资,50-150人,深圳,深圳罗湖区振业大厦-a座,1000万人民币,114.11142,22.544031
深圳华策辉弘科技有限公司,未融资,50-150人,深圳,深圳福田区金田路3088号中洲大厦26层,1000万港元,114.063736,22.537348
杰人软件（深圳）有限公司,未融资,50-150人,深圳,深圳南山区华侨城汉唐大厦4楼402,200万人民币,113.984627,22.534787
深圳市睿祺智尚科技有限公司,未融资,50-150人,深圳,深圳南山区科兴科学园a4栋,500万人民币,113.943186,22.548801
深圳孙尚宫餐饮有限公司,未融资,50-150人,深圳,深圳福田区京基滨河时代广场KK ONE A座2208,428万人民币,114.066304,22.519548
深圳悦马体育科技有限公司,未融资,50-150人,深圳,深圳福田区福田天安创新科技广场1期A座1406,500万人民币,114.0309,22.53365
深圳比特时代技术服务有限公司,未融资,50-150人,深圳,深圳深圳宝安区塘头大道宝安中小企业孵化中心B718,3000万人民币,113.918471,22.66861
深圳鲁班到家科技有限公司,未融资,50-150人,深圳,深圳宝安区宝安区西乡银田路4号宝安智谷科技创新园G座410-411室,200万人民币,113.858414,22.583582
深圳多麦联合信息科技有限公司,未融资,50-150人,深圳,深圳南山区登良路21号恒裕中心B座10楼,10万人民币,113.924777,22.51075
深圳市盈合数字技术有限公司,未融资,50-150人,深圳,深圳南山区深圳软件产业基地4栋C座2楼英诺创业园,500万人民币,113.937709,22.523252
深圳市麦点传媒科技有限公司,未融资,50-150人,深圳,深圳南山区粤兴四道北京航空航天大厦2号楼11层1111-1112室,1000万人民币,113.943813,22.526991
深圳市嘉盈资讯有限公司,未融资,50-150人,深圳,深圳罗湖区莲塘国威路高新技术产业园第一园区112栋4楼,1000万人民币,114.172334,22.563963
深圳路拉克斯电子商务有限公司,未融资,50-150人,深圳,深圳龙岗区布澜路联创科技园1期8栋1号门3楼,200万人民币,114.130406,22.631499
深圳市鑫迅维科技有限公司,未融资,50-150人,深圳,深圳宝安区宝安大道6348号福永商会信息大厦4楼,100万人民币,113.809814,22.684852
深圳金风信用科技有限公司,未融资,50-150人,深圳,深圳南山区桃园路田厦金牛广场B座2527,500万人民币,113.926482,22.532937
深圳赛盒科技有限公司,未融资,50-150人,深圳,深圳龙岗区深圳市龙岗区坂田街道马安堂中心路东互联e时代3楼,288.4618万人民币,114.083098,22.62441
深圳市明日空间信息技术有限公司,未融资,50-150人,深圳,深圳南山区南海大道粤海路动漫园1栋205,1000万人民币,113.923576,22.508795
深圳市蛋壳创意科技有限公司,未融资,50-150人,深圳,深圳龙岗区龙年大厦2305,100万人民币,114.252427,22.713954
深圳市蒜泥科技有限公司,未融资,50-150人,深圳,深圳南山区海天二路软件产业基地4D座4楼,500万人民币,113.937129,22.523062
网赢宝（深圳）信息技术有限公司,未融资,50-150人,深圳,深圳龙华新区民治地铁站b出口1970文化创意园B栋510,500万人民币,114.043394,22.618592
深圳爱喝水科技有限公司,未融资,50-150人,深圳,深圳南山区软件产业基地,5000万人民币,113.937985,22.523394
深圳市创茶人投资管理有限公司,未融资,50-150人,深圳,深圳罗湖区笋岗街道梨园路8号Halo广场615室,100万人民币,114.106928,22.558503
深圳市纽泰睿科技发展有限公司,未融资,50-150人,深圳,深圳福田区上梅林梅华路105号多丽工业区1栋201,10万人民币,114.056182,22.562933
深圳市温馨港湾网络技术有限公司,未融资,50-150人,深圳,深圳南山区北理工创新大厦12楼,5000万人民币,113.942156,22.527343
深圳市海仕格科技有限公司,未融资,50-150人,深圳,深圳宝安区福永街道凤凰社区兴业一路161号华伦科技园14栋3楼,100万人民币,113.842906,22.700196
深圳市灵珞车品有限公司,未融资,50-150人,深圳,深圳南山区南海大道1061号喜士登大厦4楼,500万人民币,113.918881,22.495222
深圳市欣天雅包装有限公司,未融资,50-150人,深圳,深圳龙岗区平湖街道新木社区文新路16号5栋4楼,500万人民币,114.128991,22.670026
水果营行控股有限公司,未融资,50-150人,深圳,深圳南山区高新四道泰邦科技大厦1908,100000万人民币,113.952514,22.535885
深圳市悦送科技有限公司,未融资,50-150人,深圳,深圳南山区数字文化产业基地东塔403,500万人民币,113.928748,22.540719
深圳市腾元贸易有限公司,未融资,50-150人,深圳,深圳宝安区宝安西乡商会大厦3A02室,500万人民币,113.851466,22.570453
广州市贝佳服装设计中心,未融资,50-150人,深圳,深圳宝安区西乡固戍泰华梧桐岛2A栋6层,-,113.840181,22.606276
深圳市知行致远电子商务有限公司,未融资,50-150人,深圳,深圳龙岗区坂田和墈北路228号恒新楼二楼东（五和地铁站B出口）,50万人民币,114.061844,22.626125
深圳市恒泰博远贸易有限公司,未融资,50-150人,深圳,深圳龙华新区民宝路创业花园淘景大厦4002室,500万人民币,114.023193,22.617254
深圳市觅客科技有限公司,未融资,50-150人,深圳,深圳龙华新区中执NEX ONE写字楼（四号线清湖地铁站）,100万人民币,114.03466,22.663928
深圳市微雪电子有限公司,未融资,50-150人,深圳,深圳福田区福虹路国际科技大厦10F,100万人民币,114.08346,22.539859
深圳市创迹创享科技有限公司,未融资,50-150人,深圳,深圳宝安区福海街道,113.805835,22.687854,
深圳市舒心供应链有限公司,未融资,50-150人,深圳,深圳深圳,200万人民币,114.057868,22.543099
深圳德锟保税电子商务有限公司,未融资,50-150人,深圳,深圳福田区彩田路3030号,1100万人民币,114.068843,22.542865
凯信壹立（深圳）科技有限公司,未融资,50-150人,深圳,深圳龙华新区鹊山路口汇亿财富中心,114.000076,22.659101,
广州冀创企业管理咨询有限公司,未融资,50-150人,深圳,深圳深圳市南山科技园,50万人民币,113.945,22.541441
深圳市安普兴利科技有限公司,未融资,50-150人,深圳,深圳龙岗区深圳市龙岗区深圳市安普兴利科技公司,500万人民币,114.246899,22.720968
深圳市远达商贸有限公司,未融资,50-150人,深圳,深圳龙岗区布龙公路573号动车国际大厦14楼,10万人民币,114.106121,22.626023
深圳市静水流深信息科技有限公司,未融资,50-150人,深圳,深圳龙华新区港之龙科技园G栋5层,100万人民币,114.039696,22.666332
深圳市润隆实业有限公司,未融资,50-150人,深圳,深圳南山区粤美特大厦808,2000万人民币,113.953768,22.53327
深圳市鹏基精密工业有限公司,未融资,50-150人,深圳,深圳宝安区西乡街道鹤州恒丰工业城C5栋,500万人民币,113.8686,22.629721
深圳爱乐购网络科技有限公司,未融资,50-150人,深圳,深圳宝安区华美居商务中心A区C座608,30万人民币,113.879155,22.563723
深圳市凯路航科技有限公司,未融资,50-150人,深圳,深圳龙岗区中心城龙城街道回龙路1号（宝能悦澜山正对面）,1000万人民币,114.250755,22.733491
深圳亚电充数码科技有限公司,未融资,50-150人,深圳,深圳福田区华强北华发北路龙胜配件城4C21室,50万人民币,114.08908,22.542643
深圳市凌沃网络科技有限公司,未融资,50-150人,深圳,深圳龙岗区布吉中心广场B座16G,1000万人民币,114.11783,22.60056
深圳市理德铭科技股份有限公司,未融资,50-150人,深圳,深圳龙华新区汇海广场A座20层,758.2164万人民币,114.028016,22.657242
深圳市智谷联软件技术有限公司,未融资,50-150人,深圳,深圳宝安区西乡鹤洲开发区中科诺工业园1号楼1楼,500万人民币,113.871042,22.622567
深圳华尔兹科技有限公司,未融资,50-150人,深圳,深圳,500万人民币,114.057868,22.543099
深圳市艾特软件有限公司,未融资,50-150人,深圳,深圳南山区科技园南区高新南一路赋安科技大厦B座909（高新园地铁站C出口）,5189万人民币,113.9519,22.53797
深圳市艾美辰电子商务有限公司,未融资,50-150人,深圳,深圳龙华新区雪岗北路438号 客盛创新园三楼,100万人民币,114.051834,22.676782
深圳市布瓦索诺酒业有限公司,未融资,50-150人,深圳,深圳宝安区深圳市宝安区远景大厦,3800万人民币,114.000947,22.654114
深圳市众星信息技术有限公司,未融资,50-150人,深圳,深圳龙华新区民治街道办事处民治大道展滔科技大厦B座705,100万人民币,114.037706,22.639639
深圳市锐讯无限科技有限公司,未融资,50-150人,深圳,深圳南山区科苑北路科兴科学园A2栋1302室,1000万人民币,113.9422,22.54878
好实再商贸（深圳）有限公司,未融资,50-150人,深圳,深圳南山区民企科技园3栋6楼,1000万人民币,113.964098,22.585823
深圳市创盾网络科技有限公司,未融资,50-150人,深圳,深圳龙岗区南湾街道文诚广场,100万人民币,114.146178,22.610749
深圳凡博信息技术有限公司,未融资,50-150人,深圳,深圳宝安区福海街道福海信息港A4栋410,110万人民币,113.804794,22.674157
深圳凯亚投资发展有限公司,未融资,50-150人,深圳,深圳福田区车公庙天安数码城天济大厦CD座2D,100万人民币,114.031693,22.532042
深圳市音杉科技有限公司,未融资,50-150人,深圳,深圳南山区富利臻大厦3楼,50万人民币,113.949095,22.542919
深圳市莱普拓实业发展有限公司,未融资,50-150人,深圳,深圳宝安区西乡街道名优采购中心B座一区,100万人民币,113.866406,22.568093
深圳永泰禾嘉科技有限公司,未融资,50-150人,深圳,深圳罗湖区宝能慧谷A座17A01,114.131764,22.548171,
深圳市永长盛商务有限公司,未融资,50-150人,深圳,深圳龙华新区汇亿财富中心1904,50万人民币,114.000076,22.659101
深圳市汇乾信息服务有限公司,未融资,50-150人,深圳,深圳龙华新区清湖地铁A1港之龙商务中心B座7楼707,1000万人民币,114.039756,22.665757
深圳市前海百汇科技有限公司,未融资,50-150人,深圳,深圳福田区平安国际大酒店2805写字楼,500万人民币,114.068581,22.543579
深圳市金鑫信息服务有限公司,未融资,50-150人,深圳,深圳福田区华强北世纪汇广场交通银行大厦29D,100万人民币,114.083495,22.541417
深圳市深晖融信小额贷款有限公司,未融资,50-150人,深圳,深圳深圳,10000万人民币,114.057868,22.543099
深圳市中元易汇投资发展有限公司,未融资,50-150人,深圳,深圳福田区深圳市福田区中洲大厦,3000万人民币,114.063736,22.537348
深圳市飞鸟金融信息服务有限公司,未融资,50-150人,深圳,深圳南山区科兴科学园A1栋1205,1000万人民币,113.94208,22.548685
深圳多赢宝博资产管理股份有限公司,未融资,50-150人,深圳,深圳龙岗区深圳市龙岗区平湖街道力昌社区平龙东路351号602-20号,10000万人民币,114.134749,22.705897
深圳市诚汇通金融信息有限公司,未融资,50-150人,深圳,深圳福田区深圳国际商会中心20401（地铁站会展中心）,10000万人民币,114.056877,22.533509
深圳市钜融资产管理有限公司,未融资,50-150人,深圳,深圳福田区金田路时代财富大厦44C,3800万人民币,114.063845,22.533358
深圳前海钱方位网络科技有限公司,未融资,50-150人,深圳,深圳罗湖区深圳罗湖区东门百货广场东座商住楼12楼16室,1000万人民币,114.118912,22.543771
深圳前海大业金融服务有限公司,未融资,50-150人,深圳,深圳福田区上步南路锦峰大厦7A,1000万人民币,114.095909,22.53606
深圳金蝶互联网金融服务有限公司,未融资,50-150人,深圳,深圳南山区高新技术产业园南区科技南十二路2号,7000万人民币,113.955328,22.533918
深圳市投融快线电子商务有限公司,未融资,50-150人,深圳,深圳罗湖区鸿隆世纪广场a座,5000万人民币,114.114567,22.542997
深圳惠信通投资有限公司,未融资,50-150人,深圳,深圳福田区民田路新华保险大厦10F,500万人民币,114.052469,22.53792
深圳市金证前海金融科技有限公司,未融资,50-150人,深圳,深圳南山区金证科技大厦,2000万人民币,113.947617,22.534952
游点酷科技（深圳）有限公司,未融资,50-150人,深圳,武汉武昌区三金雄楚天地,1000万人民币,114.383512,30.504574
国京正点（深圳）商务服务有限公司,未融资,50-150人,深圳,深圳南山区留创大厦A栋1808,122.6万港元,113.994181,22.591097
深圳市汇牛投资咨询有限公司,未融资,50-150人,深圳,深圳南山区前海路振业国际商务中心3003,5万人民币,113.91389,22.540677
深圳市中谊慧诚投资管理有限公司,未融资,50-150人,深圳,深圳福田区彩田路瀚森大厦1103-1,1000万人民币,114.067639,22.533937
中一投资控股有限公司,未融资,50-150人,深圳,深圳福田区沙头街道冰河大道南京冰河时代广场北区二期2007B,10000万人民币,114.042757,22.528943
深圳前海鸿道投资管理有限公司,未融资,50-150人,深圳,深圳福田区深圳市福田区红荔路3013-5号上航大厦408,1000万人民币,114.083086,22.548514
深圳数交所信息技术有限公司,未融资,50-150人,深圳,深圳宝安区F518时尚创意园F3栋190数交所,1000万人民币,113.863139,22.567347
深圳市子涯科技有限公司,未融资,50-150人,深圳,深圳宝安区廣東省深圳市寶安區西鄉臣田博智中心516,200万人民币,113.874871,22.59509
深圳凯石信息科技有限公司,未融资,50-150人,深圳,深圳南山区科苑路东方科技大厦601,500万人民币,113.945943,22.547741
深圳市波特控股有限公司,未融资,50-150人,深圳,深圳罗湖区深圳市互联网产业园1栋2楼,50000万人民币,114.172587,22.564388
深圳华金财富互联网金融服务有限公司,未融资,50-150人,深圳,深圳福田区联合广场a座,5000万人民币,114.06968,22.529703
深圳市盛冠达资产投资有限公司,未融资,50-150人,深圳,深圳福田区农林路鑫竹苑A座18楼,4000万人民币,114.017758,22.537198
深圳市洲鼎信息技术有限公司,未融资,50-150人,深圳,深圳福田区上梅林地铁附近,100万人民币,114.053532,22.566459
深圳宇夏投资控股有限公司,未融资,50-150人,深圳,深圳罗湖区京基100大厦A座45层,10000万人民币,114.107074,22.544255
深圳德创荣企业管理顾问有限公司,未融资,50-150人,深圳,深圳福田区八卦岭31号众鑫科技大厦710,1000万人民币,114.099159,22.56064
深圳市前海潮富金融服务有限公司,未融资,50-150人,深圳,北京朝阳区远洋国际D座1705,1000万人民币,116.491261,39.913005
深圳前海国富通电子商务有限公司,未融资,50-150人,深圳,深圳,3000万人民币,114.057868,22.543099
深圳市金谷信息有限公司,未融资,50-150人,深圳,深圳福田区创建大厦1108,100万人民币,114.023077,22.534926
深圳市高新投财富管理有限公司,未融资,50-150人,深圳,深圳福田区上梅林卓越城二期A座1404,1000万人民币,114.060399,22.569365
深圳市国越融鑫金融技术服务有限公司,未融资,50-150人,深圳,深圳罗湖区深南东路,1000万人民币,114.116201,22.542106
凌群电脑（深圳）有限公司,未融资,50-150人,深圳,深圳福田区金田路3038号现代国际大厦2703室,450万美元,114.063739,22.533924
深圳市前海迈信互联网金融服务有限公司,未融资,50-150人,深圳,深圳南山区粤海街道海德一道88号SCC中洲控股B栋32F,6000万人民币,113.934099,22.517662
深圳市喜年投资咨询有限公司,未融资,50-150人,深圳,深圳福田区泰然九路花样年华喜年中心A座709,100万人民币,114.02388,22.534678
深圳市启富汇投资管理有限公司,未融资,50-150人,深圳,深圳南山区高新园高新南一道9号中国科技开发院14楼,1000万人民币,113.953562,22.538548
深圳市游侠网国际旅行社有限公司,未融资,50-150人,深圳,深圳罗湖区红宝路蔡屋围金龙大厦整层,5000万人民币,114.107007,22.545183
深圳市广义资产管理有限公司,未融资,50-150人,深圳,深圳南山区大冲商务中心D座1902,4000万人民币,113.953026,22.540908
深圳瑞龙期货有限公司,未融资,50-150人,深圳,深圳南山区深南大道9676号大冲商务中心2栋3号楼12层C1号房,13000万人民币,113.95232,22.540945
深圳市前海红筹互联网金融服务有限公司,未融资,50-150人,深圳,深圳福田区卓越大厦,10000万人民币,114.051086,22.537875
深圳市煜隆创业投资股份有限公司,未融资,50-150人,深圳,深圳南山区花样年美年广场3栋4楼,5000万人民币,113.921322,22.502991
深圳市前海凌拓资产管理有限责任公司,未融资,50-150人,深圳,深圳福田区振华西路设计之都10栋,1000万人民币,114.07499,22.544935
深圳优小钱商务咨询有限公司,未融资,50-150人,深圳,深圳南山区凤凰城大厦506,113.919741,22.525262,
佳兆业投资咨询（深圳）有限公司,未融资,50-150人,深圳,深圳福田区卓越世纪4栋2806,10000万人民币,114.065923,22.532104
深圳前海艾普瑞资产管理有限公司,未融资,50-150人,深圳,深圳,10204.08万人民币,114.057868,22.543099
深圳市旭玉鑫科技有限公司,未融资,50-150人,深圳,深圳龙华新区民治197科技小镇8栋711,500万人民币,114.046786,22.618696
有门金服（深圳）信息技术有限公司,未融资,50-150人,深圳,深圳龙岗区南湾李朗金科路8号,5000万人民币,114.130374,22.653602
深圳市谷丰投资咨询有限公司,未融资,50-150人,深圳,深圳福田区泰然七路车公庙苍松大厦北座1009B,100万人民币,114.027049,22.532624
富爸爸电子商务有限公司,未融资,50-150人,深圳,深圳福田区岗厦北大中华国际金融中心C座807,114.0635,22.542125,
深圳市财宝科技有限公司,未融资,50-150人,深圳,深圳罗湖区深南东路2028号罗湖商务中心,10000万人民币,114.126664,22.544902
深圳市金牛牛互联网金融服务有限公司,未融资,50-150人,深圳,深圳南山区海德三道15号海岸大厦东座B904,10000万人民币,113.93596,22.51681
深圳金中数据科技有限公司,未融资,50-150人,深圳,深圳南山区软件产业基地4D座210,100万人民币,113.937129,22.523062
深圳市览众科技有限公司,未融资,50-150人,深圳,深圳深圳市南山区中山园路TCL国际e城E4栋11楼B1,1132.2万人民币,113.927119,22.571885
深圳市前海合众时贷咨询管理有限公司,未融资,50-150人,深圳,深圳福田区民田路178号华融大厦1309室前海合众集团,500万人民币,114.053558,22.537898
深圳飞速信息技术有限公司,未融资,50-150人,深圳,深圳福田区上梅林理想时代大厦10E,1620万人民币,114.061335,22.570944
深圳市华驰信息技术有限公司,未融资,50-150人,深圳,深圳宝安区圳市龙华民治,10万人民币,114.03572,22.62347
深圳新链科技企业（有限合伙）,未融资,50-150人,深圳,深圳南山区深圳市南山区粤海街道软件产业基地2栋C座1401A,100万人民币,113.939219,22.52393
深圳怀新企业投资顾问股份有限公司,未融资,50-150人,深圳,深圳福田区中银大厦-a座,10000万人民币,114.042932,22.507984
深圳中瀚哲投资管理有限公司,未融资,50-150人,深圳,深圳宝安区西乡街道劳动社区西乡大道宝源华丰总部经济大厦C座一楼119号,200万人民币,113.861612,22.573086
深圳市深广通财税代理有限公司,未融资,50-150人,深圳,深圳宝安区广东省深圳市宝安区田心大道,100万人民币,113.939583,22.687742
津粤（深圳）投资咨询有限公司,未融资,50-150人,深圳,深圳福田区福田区新洲滨河大道139号中央西谷大厦5楼507,1000万人民币,114.04038,22.52682
深圳市众泰丝路传媒有限公司,未融资,50-150人,深圳,深圳南山区南山区南新路阳光科创中心A座1708,2000万人民币,113.913766,22.512571
鼎嵘（深圳）投资咨询有限公司,未融资,50-150人,深圳,深圳宝安区石岩创维创新谷2A801,105.426357万人民币,113.924631,22.640115
中融联合投资控股（深圳）有限公司,未融资,50-150人,深圳,深圳宝安区海秀路21号龙光世纪大厦B座1401,500万人民币,113.885817,22.549436
深圳市浩洋法律服务有限公司,未融资,50-150人,深圳,深圳龙华新区贤华大厦2B08,1000万人民币,114.040367,22.668917
深圳市粤盛互联网金融服务有限公司,未融资,50-150人,深圳,深圳罗湖区田贝4路42号水贝万山B座北7003,5000万人民币,114.128334,22.568136
深圳市脉奇信息技术有限公司,未融资,50-150人,深圳,深圳南山区科技中二路深圳软件园1栋3K,1000万人民币,113.939981,22.544595
深圳深资深创软件开发技术有限公司,未融资,50-150人,深圳,深圳宝安区名优产业园区B座608,113.88402,22.555259,
深圳谷熙国际网络科技有限公司,未融资,50-150人,深圳,深圳福田区卓越世纪中心1号楼801,1000万人民币,114.06558,22.53506
深圳市金智软件有限公司,未融资,50-150人,深圳,深圳南山区松坪山路源兴科技大厦南座1206室,225万人民币,113.951733,22.553431
深圳市尚融科技投资发展有限公司,未融资,50-150人,深圳,深圳南山区软件产业基地A8音乐大师1002室,500万人民币,113.937985,22.523394
深圳市佳创时代文化传媒有限责任公司,未融资,50-150人,深圳,深圳福田区车公庙天安数码城创新科技广场一期B座1508A,100万人民币,114.031293,22.534145
晋商电子商务有限公司,未融资,50-150人,深圳,深圳南山区科苑北科兴科学园B4-602室,5000万人民币,113.9446,22.54834
深圳与民投资咨询有限公司,未融资,50-150人,深圳,深圳福田区天安数码城天祥大厦,3万人民币,114.031449,22.533071
深圳市嘉时商务发展有限公司,未融资,50-150人,深圳,深圳福田区京基滨河时代广场A座5405,100万人民币,114.027323,22.528477
深圳市前海国际资本管理学院,未融资,50-150人,深圳,深圳南山区三诺智慧大厦18F,2000万人民币,113.937072,22.522285
中南恒天（深圳）资产管理有限公司,未融资,50-150人,深圳,深圳南山区航盛科技大厦402,1000万人民币,113.953693,22.535811
深圳掌上财富科技有限公司,未融资,50-150人,深圳,深圳福田区天安数码天吉大厦CD座8C,100万人民币,114.031693,22.532042
鼎盛源咨询（深圳）有限公司,未融资,50-150人,深圳,深圳罗湖区深圳罗湖区深南东路5016号京基一百大厦,100万人民币,114.108409,22.544074
深圳市中美联合投资管理有限公司,未融资,50-150人,深圳,深圳罗湖区深圳市罗湖区深南东路2105号中建大厦1305-1307室,1000万人民币,114.123013,22.543382
深圳前海点信金融控股有限公司,未融资,50-150人,深圳,深圳深圳龙岗区五和大道台菱大厦6层,500万人民币,114.068882,22.672991
广融网络科技（深圳）有限公司,未融资,50-150人,深圳,深圳龙华新区龙华淘金地大厦,500万人民币,114.011538,22.639668
贯天投资（深圳）有限公司,未融资,50-150人,深圳,深圳福田区福田区益田路3008号皇都广场C座1213室,5000万人民币,114.056992,22.527211
深圳市泰浩新信息科技有限公司,未融资,50-150人,深圳,北京朝阳区东三环中路39号建外SOHO东区6号楼,300万人民币,116.45929,39.905994
深圳太古方舟财经资讯有限公司,未融资,50-150人,深圳,深圳罗湖区圳市龙华新区梅陇路南贤商业广场A座1209,100万人民币,114.032157,22.6215
深圳市双木系统信息技术有限公司,未融资,50-150人,深圳,深圳龙华新区华韵路36号合发投资大厦1005室,1000万人民币,114.028527,22.671862
